term_str,PC0,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19
had,0.029874737607131188,-0.0894027622329122,0.04816988353544105,0.0586221736500852,-0.025997368511073017,0.0073911598651924945,0.04183950700330499,0.03340689437246702,0.015386694582181682,-0.021763902688385777,-0.1018820429575757,-0.056400008034933405,0.006365175723869059,0.06451497951707733,0.018732810263228594,-0.020689908404684182,0.02963209863359304,-0.02840413732781838,0.01303414170001567,0.026909453741090328
boy,-0.017862257705362178,-0.016958796082612013,0.07346768989612232,-0.030303676359911314,-0.02052097270282011,0.006127589796970446,0.036003050465302534,0.07328569538663092,-0.04172470289465876,0.007631683805410787,-0.004967561858114936,-0.010457753775333443,-0.010500703167467177,0.04779747362907409,-0.05442982069317763,-0.008325504054401661,-0.010377735580481398,0.0012487223030097083,-0.02022874355419778,0.043757102237772766
hey,0.0020862508659578415,-0.0537805288352453,-0.025883950565972924,-0.14617208793748698,0.048548889228470136,0.015563081545739885,0.015908132349661843,-0.007387791226754825,-0.20859111547994263,-0.1445862839506892,-0.15332477145089513,0.601957898555618,0.09161517450918152,0.3140085205669769,-0.15704245104644168,-0.318747151422235,-0.15834192821527673,-0.3488640574067081,-0.02427913713666156,0.04649256168557475
know,0.017940158026618334,-0.06988954170993532,0.02696651784996266,-0.025220133487083005,-0.0038138247447998663,-0.0009162705089604699,0.001215885214161204,0.009436737046202414,-0.001717776581341331,-0.007206418724296422,0.008652507338764362,0.006133160022269147,-0.0012219879017617069,-0.0006362181862855365,-0.016714067450346252,0.0022850212492929525,-0.006809589860904582,0.013596668563187475,-0.0127956534733005,-0.03155279347308569
hit,-0.0024873029493279863,-0.0011484658605806785,0.07771979074447517,-0.03892003404890391,-0.02810814649578995,-0.008817557325871778,-0.0001838851495700087,0.01698559414455265,0.0010466324599082706,0.016699244848920523,0.02183726366484072,-0.023329546986687613,-0.010557129438357805,0.02140403475702495,0.03863331717674866,-0.0027868333261046006,0.009035712953473501,-0.024957996481072775,-0.025212899221047885,-0.004985906802626054
lil,-0.09400798063236859,-0.06350145711096818,0.12724634852206249,-0.02928912825464491,-0.07410862235717061,0.0012358159535142796,0.019224250783705026,0.03549669300791473,0.06583247080239099,-0.06509265593006718,0.03306597274597069,-0.036984220849183874,-0.039571326939798285,0.09947690677659236,-0.0763493194597607,-0.023290191642297724,-0.05322043697264993,0.005944913017931486,0.001667014213275142,0.0016358286865238124
give,0.037518650274177195,-0.05018809356424021,0.02861507885341674,-0.047348211861143,-0.003995810887184531,0.0025626520256894626,0.0023351066941763145,-0.01001249206090601,0.0071363601084410925,0.009107533137096295,0.04413747167536413,-0.017782097820344754,-0.009478202043145978,-0.010912442761233189,-0.026829895894177072,-0.0007878529116823775,-0.026023203129117572,0.019220661431988917,-0.002560058042369251,-0.013679400699680294
look,0.0074730191383880745,-0.04946438732905947,0.02732511706502153,0.001341847251876627,-0.011623773535399793,-9.806230555159371e-05,0.030667934486056793,0.01120097205944474,-0.0018600467497101193,-0.008013241605234638,-0.0030374080628471495,0.01078597340970199,-0.004857950479985195,0.009445073646273913,-0.009590452050290719,0.011992232095451895,-0.0019273811125343245,0.033816687320243566,-0.018471276735238046,0.01032759579395398
new,0.010839992588091102,-0.001808072483933435,0.03662483727852916,0.008465940106288865,0.011256984106587032,-0.02515839075996188,0.05881312629940701,0.06459430302994766,0.018532327420313133,-0.018991603767611717,0.009093723921943225,0.026051156661819563,0.008288991848058236,-0.0338196801000178,-0.020710117164149403,0.017970059967753006,-0.003462782799687439,0.02326862199114693,-0.012588213742009635,0.07598764914527523
put,0.0064606657380178465,-0.023151820074823807,0.06730788681009155,-0.024929106095046755,-0.018372067574211386,-0.00043907700493695076,-0.002393956551804799,0.015864727756908704,0.00842899739168123,0.0050636389037157946,0.028550288434830807,-0.009784102133128667,-0.014864236762416475,0.024811834146128538,0.014808887277012659,-0.004996297088926483,-0.00651042802446485,-0.012774226795914723,-0.020132644360840335,-0.00987152788539225
be,0.04123746048109004,-0.046029750763516876,0.014163206355390973,-0.010975039079650143,0.0032151618151764765,0.012416118623376377,0.0007861746857263197,-0.007031204914775201,0.0034077575499226807,-0.0035047219195979513,0.01392488208139511,0.007206628456398899,-0.0085527600986481,-0.004042865126315185,0.00043258748317025056,0.0004406776128625448,-0.016157342356151103,0.013688855726073423,9.527062594087699e-05,-0.02047276312039137
ooh,-0.1265232512457787,-0.11639269510915538,-0.08433967471472775,-0.1353857292701202,0.07537656439882763,-0.07794572575643448,-0.2757278189215913,0.2024567312932264,0.5281117204079068,0.5861590429271583,-0.29238257543300955,0.17593091329878283,0.008779252291681755,0.007381982100576293,-0.008635070371230888,0.05230240704165935,-0.041729489261892995,-0.07481741559868801,-0.06721018423990663,0.048904044842621716
day,0.0458711777540273,-0.06391817081458923,0.015005537990101486,0.043521215721520394,-0.004474719005570894,0.0067142193210953495,0.006924137945424216,-0.010628535932747806,-0.01928313691906229,-0.00459358368642109,-0.021993775791142037,0.047099490560651214,2.4757108051476627e-05,-0.015354814947044554,0.04725805309247755,0.044391432891486796,0.023271116009430083,-0.019222025482765998,0.01776942033473295,0.02320559149263479
tryna,-0.03444218704333069,-0.10028054623003418,0.07961683779638258,0.03778678612091579,-0.044986410197666374,-0.019319286461553207,-0.00555100276775775,0.009753975384280182,0.04781283962960515,-0.022896694476359655,0.02232167304658365,0.020503364436170762,0.0008045848052256993,0.030596658975481368,-0.01612015652128718,0.033807320254291236,-0.0597017797100469,0.016562504201124185,-0.052587318122853985,-0.04185403209197444
hoes,-0.02167473641366692,-0.019645431532826635,0.10578647509979454,-0.05848931639413734,-0.09831300493467014,0.03933314441464403,0.06392104860341566,0.019842486516079946,-0.047475233973119466,0.029227987587723835,-0.09875870831753739,0.00438760486843279,0.03482754898596397,-0.1947375616001853,0.029324544522115872,0.05102294348064782,-0.08827263624314352,-0.06663240246366427,0.10559154465026374,-0.13688521870348502
think,0.040947125585816035,-0.06319358761197351,0.014105413802989037,-0.0031726862780438133,0.009823546572788009,0.003432300108054833,0.006615264626746125,0.009023727988472572,-0.0031919246875546097,-0.00346049761260349,-0.008431190584206274,-0.015540874152918764,-0.006686388114483356,0.0009281195694172825,-0.02070747003656557,0.010364810553247174,-0.015742112990054728,0.003613941662376865,-0.017717952033915477,-0.03310955804054655
call,0.007380080765809082,-0.02759432850896127,0.03687108509102708,-0.027234604288767665,-0.019990187638242955,0.006937072743731761,0.024525326846993514,0.0234617017436694,-0.006307170618435949,0.012228962112466659,0.006970854191330024,-0.017282779993943394,-0.001047138760069049,0.017387594086297465,-0.006320808290835543,-0.0021463794511800047,-0.007987642250231113,-0.002976978315501134,0.011349218725200682,-0.015885126925898295
world,0.07774073999426576,-0.06633686002377488,-0.050642823245836084,0.04982523462409134,0.024171528580074986,0.004633699191762262,0.007052299991929699,-0.03786924144497103,-0.01758951906544514,0.017548032824446978,0.0401643581969025,0.11735773190497914,0.01589495625799829,-0.04570732061157388,0.05538683182143823,0.04382833202657114,0.05958005749357434,0.04137886135795766,-0.04904877307565616,0.1313852036275496
high,0.013242464221541786,-0.012527933355941644,0.008891811939983939,-0.000405014835912416,-0.02562161226436497,-0.027949923908151708,-0.02891111163182766,-0.022923667130101324,-0.06800976413596972,0.040414544471916836,0.061207528218980504,0.13912971718235972,0.005938880958433964,-0.0895014682110457,0.16500931328469295,0.05847128128949087,0.15601928695891687,-0.10078111784887021,0.056191218652724896,0.11118293066092545
stop,0.05278992080047784,-0.004740086104396072,0.03805360037216506,-0.04296871950469955,0.02050562327425233,-0.0036181190857406576,0.00719468642069079,0.03632193182837962,0.012698411382676118,0.0074491628479794675,0.04554405955181503,0.016219057607522527,-0.01946378693236408,-0.04227598255710337,-0.0001813133855540851,0.014436193323962251,-0.06116109028183969,-0.0014182786282876563,-0.01833600112356942,-0.047081441587149414
lets,0.028925806251208688,-0.027442904238437264,-0.014516402670118613,-0.08886020212189868,0.014112099528272967,-0.004221505541370066,0.014240045620336638,0.006907781855338081,0.0005819680301472306,0.0003486423186160023,0.07043634848894946,0.06411631220630842,-0.04062726301362764,-0.0022948414285651024,0.06056546686247117,-0.02240703390743233,0.026421536831858376,0.0006357459331613849,-0.012452932733544636,0.0005339920351762395
