term_str,n,tfidf,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,sentiment
chuckle,1.55,0.00019759117042147345,0.0,0.00019759117042147345,0.0,0.0,0.00019759117042147345,0.0,0.00019759117042147345,0.00019759117042147345,0.00019759117042147345
church,6.83,0.0003540905242311799,0.0,0.0003540905242311799,0.0,0.0,0.0003540905242311799,0.0,0.0,0.0003540905242311799,0.0003540905242311799
civilization,1.8461538461538463,0.00020281686099787717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020281686099787717,0.00020281686099787717
civilized,1.6521739130434783,0.0001668366414300193,0.0,0.0,0.0,0.0,0.0001668366414300193,0.0,0.0,0.0001668366414300193,0.0001668366414300193
clamor,1.0,0.00034166751727401326,0.00034166751727401326,0.00034166751727401326,0.00034166751727401326,0.0,0.0,0.0,0.00034166751727401326,0.0,-0.00034166751727401326
clap,12.320388349514563,0.0008751274255415903,0.0,0.0008751274255415903,0.0,0.0,0.0008751274255415903,0.0,0.0,0.0008751274255415903,0.0008751274255415903
clash,1.9473684210526316,0.00014629802090941404,0.00014629802090941404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00014629802090941404
clashing,1.125,0.00010807729452838641,0.00010807729452838641,0.0,0.0,0.00010807729452838641,0.0,0.0,0.0,0.0,-0.00010807729452838641
classics,2.1372549019607843,0.00018642105912154827,0.0,0.0,0.0,0.0,0.00018642105912154827,0.0,0.0,0.0,0.00018642105912154827
claw,1.3333333333333333,0.00013888083177678167,0.00013888083177678167,0.0,0.0,0.00013888083177678167,0.0,0.0,0.0,0.0,-0.00013888083177678167
clean,13.756756756756756,0.0005918901881167848,0.0,0.0,0.0,0.0,0.0005918901881167848,0.0,0.0,0.0005918901881167848,0.0005918901881167848
clearance,1.1875,0.00013039573799935995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013039573799935995,0.00013039573799935995
climax,2.185185185185185,0.00021201635218371964,0.0,0.00021201635218371964,0.0,0.0,0.00021201635218371964,0.0,0.00021201635218371964,0.00021201635218371964,0.00021201635218371964
closeness,1.0,0.00018165097100111369,0.0,0.0,0.0,0.0,0.00018165097100111369,0.0,0.0,0.00018165097100111369,0.00018165097100111369
closure,2.272727272727273,0.0001697037669724434,0.0,0.0001697037669724434,0.0,0.0,0.0001697037669724434,0.0001697037669724434,0.0,0.0,0.0001697037669724434
clouded,1.5,0.00010807721440783208,0.0,0.0,0.0,0.0,0.0,0.00010807721440783208,0.0,0.0,-0.00010807721440783208
clown,5.41,0.000296717105346142,0.0,0.000296717105346142,0.0,0.0,0.000296717105346142,0.0,0.000296717105346142,0.0,0.000296717105346142
clumsy,1.0,0.00010963168997700215,0.0,0.0,0.00010963168997700215,0.0,0.0,0.0,0.0,0.0,-0.00010963168997700215
cocaine,8.979591836734693,0.00046980164927948233,0.0,0.0,0.0,0.0,0.0,0.00046980164927948233,0.0,0.0,-0.00046980164927948233
coerce,1.0,0.00016373820161481216,0.00016373820161481216,0.0,0.00016373820161481216,0.00016373820161481216,0.0,0.0,0.0,0.0,-0.00016373820161481216
coercion,1.0,0.00013937354828833317,0.00013937354828833317,0.0,0.00013937354828833317,0.00013937354828833317,0.0,0.00013937354828833317,0.0,0.0,-0.00013937354828833317
coexist,1.4,0.00020476556653479527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020476556653479527,0.00020476556653479527
coffin,3.548780487804878,0.00023490883355028588,0.0,0.0,0.0,0.00023490883355028588,0.0,0.00023490883355028588,0.0,0.0,-0.00023490883355028588
cohesive,1.0,0.00010393497240786572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010393497240786572,0.00010393497240786572
coldness,1.0,0.00014445875471185416,0.00014445875471185416,0.0,0.00014445875471185416,0.00014445875471185416,0.0,0.00014445875471185416,0.0,0.0,-0.00014445875471185416
collapse,2.4473684210526314,0.0002029820322577779,0.0,0.0,0.0002029820322577779,0.0002029820322577779,0.0,0.0002029820322577779,0.0,0.0,-0.0002029820322577779
collectively,1.3333333333333333,0.00015397245016532428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015397245016532428,0.00015397245016532428
collision,1.5555555555555556,0.00012280463095883613,0.00012280463095883613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00012280463095883613
collusion,1.0,0.0003271947266634138,0.0003271947266634138,0.0,0.0003271947266634138,0.0003271947266634138,0.0,0.0003271947266634138,0.0,0.0,-0.0003271947266634138
colonel,1.0,0.00010773040400595784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010773040400595784,0.00010773040400595784
coma,1.826086956521739,0.00014759610224215962,0.0,0.0,0.0,0.00014759610224215962,0.0,0.00014759610224215962,0.0,0.0,-0.00014759610224215962
comatose,1.44,0.00015363836376184616,0.0,0.0,0.0,0.00015363836376184616,0.0,0.00015363836376184616,0.0,0.0,-0.00015363836376184616
combat,2.8823529411764706,0.00025806197356080865,0.00025806197356080865,0.0,0.0,0.00025806197356080865,0.0,0.0,0.0,0.0,-0.00025806197356080865
combative,2.0,9.56312060825726e-05,9.56312060825726e-05,0.0,0.0,9.56312060825726e-05,0.0,0.0,0.0,0.0,-9.56312060825726e-05
comfort,2.051282051282051,0.00021251889208350383,0.0,0.00021251889208350383,0.0,0.0,0.00021251889208350383,0.0,0.0,0.00021251889208350383,0.00021251889208350383
commanding,1.875,0.0004686050113860832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004686050113860832,0.0004686050113860832
commemorate,1.0,0.00017534275362889886,0.0,0.00017534275362889886,0.0,0.0,0.00017534275362889886,0.00017534275362889886,0.0,0.0,0.00017534275362889886
committed,2.1379310344827585,0.00014719761525221634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014719761525221634,0.00014719761525221634
commodore,1.0,0.00017777507964333286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017777507964333286,0.00017777507964333286
commonplace,1.3333333333333333,0.0002780909802091314,0.0,0.0002780909802091314,0.0,0.0,0.0,0.0,0.0,0.0002780909802091314,0.0
commonwealth,1.0,9.262944723815051e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.262944723815051e-05,9.262944723815051e-05
commotion,1.7727272727272727,0.00016777166174683497,0.00016777166174683497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00016777166174683497
communicate,1.3157894736842106,0.00017587918488490653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017587918488490653,0.00017587918488490653
communion,1.4,0.00011914631742779595,0.0,0.0,0.0,0.0,0.00011914631742779595,0.0,0.0,0.00011914631742779595,0.00011914631742779595
communism,1.0,0.00021813426523491604,0.00021813426523491604,0.0,0.0,0.00021813426523491604,0.0,0.00021813426523491604,0.0,0.0,-0.00021813426523491604
companion,1.1538461538461537,0.00020805052820697535,0.0,0.0,0.0,0.0,0.00020805052820697535,0.0,0.0,0.00020805052820697535,0.00020805052820697535
compassion,1.6,0.00015435913917677808,0.0,0.0,0.0,0.00015435913917677808,0.0,0.0,0.0,0.0,0.00015435913917677808
compensate,1.5,0.00022907556346333746,0.0,0.00022907556346333746,0.0,0.0,0.00022907556346333746,0.0,0.00022907556346333746,0.00022907556346333746,0.00022907556346333746
competence,1.0,0.00011144513013421631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011144513013421631,0.00011144513013421631
competent,1.0,6.513516051763318e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.513516051763318e-05,6.513516051763318e-05
competition,5.377551020408164,0.0003542289860747436,0.0,0.0003542289860747436,0.0,0.0,0.0,0.0,0.0,0.0,-0.0003542289860747436
complain,3.0238095238095237,0.00023864043699820767,0.00023864043699820767,0.0,0.0,0.0,0.0,0.00023864043699820767,0.0,0.0,-0.00023864043699820767
complaint,2.0,0.000524552664576841,0.000524552664576841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000524552664576841
complement,1.3333333333333333,0.00019470387556825352,0.0,0.00019470387556825352,0.0,0.0,0.00019470387556825352,0.0,0.00019470387556825352,0.00019470387556825352,0.00019470387556825352
completing,1.5,0.00017681713092738028,0.0,0.00017681713092738028,0.0,0.0,0.00017681713092738028,0.0,0.0,0.0,0.00017681713092738028
completion,1.0,0.0003015788262319192,0.0,0.0003015788262319192,0.0,0.0,0.0003015788262319192,0.0,0.0,0.0,0.0003015788262319192
compliance,1.0,0.00014523029364310632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014523029364310632,0.00014523029364310632
complicate,1.7142857142857142,0.0002697937844709582,0.0002697937844709582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0002697937844709582
compliment,1.3636363636363635,0.00013014724122486403,0.0,0.00013014724122486403,0.0,0.0,0.00013014724122486403,0.0,0.00013014724122486403,0.00013014724122486403,0.00013014724122486403
compost,1.0,0.0001932695558346265,0.0,0.0,0.0001932695558346265,0.0,0.0,0.0,0.0,0.0,-0.0001932695558346265
comrade,2.2,0.0001953922543802275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001953922543802275,0.0001953922543802275
conceal,1.6206896551724137,0.0001263138246148379,0.0,0.0,0.0,0.0,0.0,0.0001263138246148379,0.0,0.0,-0.0001263138246148379
concealed,1.3103448275862069,0.00012163916654226944,0.0,0.00012163916654226944,0.0,0.00012163916654226944,0.0,0.0,0.00012163916654226944,0.0,-0.00012163916654226944
concerned,2.1904761904761907,0.0001651466102769401,0.0,0.0,0.0,0.0001651466102769401,0.0,0.0001651466102769401,0.0,0.0,0.0
concord,1.3333333333333333,0.000132892092068145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000132892092068145,0.000132892092068145
concussion,1.5416666666666667,0.00013994984643467926,0.00013994984643467926,0.0,0.0,0.0,0.0,0.00013994984643467926,0.0,0.0,-0.00013994984643467926
condemn,1.25,0.00016442599424866292,0.00016442599424866292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00016442599424866292
condemnation,1.0,0.000391002912905116,0.000391002912905116,0.000391002912905116,0.000391002912905116,0.000391002912905116,0.0,0.000391002912905116,0.0,0.0,-0.000391002912905116
condolence,1.0,9.28369045493839e-05,0.0,0.0,0.0,0.0,0.0,9.28369045493839e-05,0.0,0.0,9.28369045493839e-05
confederate,2.0,0.00020861023650296502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020861023650296502,0.00020861023650296502
confess,2.1481481481481484,0.00020173857333998866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020173857333998866,0.0
confession,1.2857142857142858,0.00012434879302611267,0.0,0.00012434879302611267,0.0,0.00012434879302611267,0.0,0.00012434879302611267,0.00012434879302611267,0.0,-0.00012434879302611267
confessional,1.0,0.00010226092128057686,0.0,0.0,0.0,0.00010226092128057686,0.0,0.0,0.0,0.00010226092128057686,0.0
confidence,2.1923076923076925,0.00017560448870872954,0.0,0.0,0.0,0.00017560448870872954,0.00017560448870872954,0.0,0.0,0.00017560448870872954,0.00017560448870872954
confident,1.725,0.00017810086659255685,0.0,0.0,0.0,0.0,0.00017810086659255685,0.0,0.0,0.00017810086659255685,0.00017810086659255685
confine,1.0,0.00017644607211856028,0.00017644607211856028,0.0,0.0,0.00017644607211856028,0.0,0.00017644607211856028,0.0,0.0,-0.00017644607211856028
confined,1.5,0.00012724425462017788,0.00012724425462017788,0.0,0.00012724425462017788,0.00012724425462017788,0.0,0.00012724425462017788,0.0,0.0,-0.00012724425462017788
confinement,1.3333333333333333,0.00013403874848815962,0.00013403874848815962,0.0,0.0,0.00013403874848815962,0.0,0.00013403874848815962,0.0,0.0,-0.00013403874848815962
confirmed,1.2307692307692308,9.642046599796056e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.642046599796056e-05,9.642046599796056e-05
confiscate,1.2222222222222223,0.00016271551448682886,0.00016271551448682886,0.0,0.0,0.0,0.0,0.00016271551448682886,0.0,0.0,-0.00016271551448682886
conflict,2.0555555555555554,0.00018482495761303451,0.00018482495761303451,0.0,0.0,0.00018482495761303451,0.0,0.00018482495761303451,0.0,0.0,-0.00018482495761303451
confusion,3.04,0.00029819795096352303,0.00029819795096352303,0.0,0.0,0.00029819795096352303,0.0,0.0,0.0,0.0,-0.00029819795096352303
congregation,1.4705882352941178,0.00014291591236398118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014291591236398118,0.00014291591236398118
congress,1.5384615384615385,0.00013762987688192813,0.0,0.0,0.00013762987688192813,0.0,0.0,0.0,0.0,0.00013762987688192813,0.0
conjure,2.9166666666666665,0.0003233855593549971,0.0,0.0003233855593549971,0.0,0.0,0.0,0.0,0.0003233855593549971,0.0,0.0
connoisseur,1.125,0.0001268995558709736,0.0,0.0,0.0,0.0,0.0001268995558709736,0.0,0.0,0.0001268995558709736,0.0001268995558709736
conquest,1.8181818181818181,0.0003069958475048616,0.0003069958475048616,0.0,0.0,0.0003069958475048616,0.0,0.0,0.0,0.0,-0.0003069958475048616
conscience,2.926470588235294,0.0002107619526973644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002107619526973644,0.0002107619526973644
considerate,1.2,0.00014036801233214665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014036801233214665,0.00014036801233214665
consistency,1.7142857142857142,0.00017172383125910797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017172383125910797,0.00017172383125910797
console,1.6206896551724137,0.00017463391503133924,0.0,0.0,0.0,0.0,0.0,0.00017463391503133924,0.0,0.0,0.00017463391503133924
conspire,1.0,0.00010654023137800511,0.0,0.0,0.0,0.00010654023137800511,0.0,0.0,0.0,0.0,-0.00010654023137800511
constant,1.9743589743589745,0.00015972615512471812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015972615512471812,0.00015972615512471812
constipation,1.0,0.0002006589359766409,0.0,0.0,0.0002006589359766409,0.0,0.0,0.0,0.0,0.0,-0.0002006589359766409
constitutional,1.0,0.00016871285320850795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016871285320850795,0.00016871285320850795
contagion,1.0,6.977015391934945e-05,0.0,6.977015391934945e-05,6.977015391934945e-05,6.977015391934945e-05,0.0,0.0,0.0,0.0,-6.977015391934945e-05
contagious,1.6428571428571428,0.00014398452467303014,0.0,0.0,0.00014398452467303014,0.00014398452467303014,0.0,0.0,0.0,0.0,-0.00014398452467303014
contaminate,1.3333333333333333,0.00010135126827296209,0.0,0.0,0.00010135126827296209,0.0,0.0,0.0,0.0,0.0,-0.00010135126827296209
contaminated,1.3333333333333333,0.00019935447974829613,0.0,0.0,0.00019935447974829613,0.00019935447974829613,0.0,0.00019935447974829613,0.0,0.0,-0.00019935447974829613
contamination,1.0,8.562729220111835e-05,0.0,0.0,8.562729220111835e-05,0.0,0.0,0.0,0.0,0.0,-8.562729220111835e-05
contempt,1.1666666666666667,0.00017340769369273294,0.00017340769369273294,0.0,0.00017340769369273294,0.00017340769369273294,0.0,0.0,0.0,0.0,-0.00017340769369273294
content,1.605263157894737,0.00015156007105742933,0.0,0.0,0.0,0.0,0.00015156007105742933,0.0,0.0,0.00015156007105742933,0.00015156007105742933
continue,3.9642857142857144,0.0002760816262528658,0.0,0.0002760816262528658,0.0,0.0,0.0,0.0,0.0,0.0002760816262528658,0.0002760816262528658
contraband,4.166666666666667,0.00035502734887489745,0.00035502734887489745,0.0,0.00035502734887489745,0.00035502734887489745,0.0,0.0,0.0,0.0,-0.00035502734887489745
contradict,1.25,0.00023768851280830708,0.00023768851280830708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00023768851280830708
controversial,1.4666666666666666,0.00016709704650090518,0.00016709704650090518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00016709704650090518
convent,2.0,0.0009126235444485654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009126235444485654,0.0009126235444485654
convict,1.5757575757575757,0.00013411121531605548,0.00013411121531605548,0.0,0.00013411121531605548,0.00013411121531605548,0.0,0.00013411121531605548,0.0,0.0,-0.00013411121531605548
convince,1.825,0.00014250261349631814,0.0,0.00014250261349631814,0.0,0.0,0.0,0.0,0.0,0.00014250261349631814,0.00014250261349631814
coop,1.3333333333333333,0.00011689733044613929,0.00011689733044613929,0.0,0.00011689733044613929,0.0,0.0,0.0,0.0,0.0,-0.00011689733044613929
cooperating,1.0,8.063436068022129e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.063436068022129e-05,8.063436068022129e-05
cooperation,1.0,0.00018389988507777665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018389988507777665,0.00018389988507777665
cop,15.669724770642201,0.0006560654474799114,0.0,0.0,0.0,0.0006560654474799114,0.0,0.0,0.0,0.0006560654474799114,0.0
copycat,1.6428571428571428,0.00016611990299267442,0.00016611990299267442,0.0,0.00016611990299267442,0.0,0.0,0.0,0.0,0.0,-0.00016611990299267442
coronation,1.0,0.0001209816879555551,0.0,0.0,0.0,0.0,0.0001209816879555551,0.0,0.0,0.0001209816879555551,0.0001209816879555551
corporation,1.2142857142857142,0.00014871603596042487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014871603596042487,0.00014871603596042487
corpse,1.9375,0.0001729346773915444,0.0,0.0,0.0001729346773915444,0.0,0.0,0.0001729346773915444,0.0,0.0,-0.0001729346773915444
corroborate,1.0,0.0001952731927514786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001952731927514786,0.0001952731927514786
corrosive,1.0,0.0001456129997658701,0.0,0.0,0.0,0.0001456129997658701,0.0,0.0,0.0,0.0,-0.0001456129997658701
corrupting,1.3333333333333333,0.0002584341327880099,0.0002584341327880099,0.0,0.0002584341327880099,0.0002584341327880099,0.0,0.0002584341327880099,0.0,0.0,-0.0002584341327880099
corruption,1.8823529411764706,0.00021129322783984124,0.0,0.0,0.00021129322783984124,0.0,0.0,0.0,0.0,0.0,-0.00021129322783984124
cosmopolitan,1.0,0.00010368129787524411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010368129787524411,0.00010368129787524411
cough,3.056338028169014,0.00020256820345139563,0.0,0.0,0.00020256820345139563,0.0,0.0,0.0,0.0,0.0,-0.00020256820345139563
council,1.0,0.00011898872279571725,0.0,0.00011898872279571725,0.0,0.0,0.0,0.0,0.0,0.00011898872279571725,0.00011898872279571725
counsel,1.3333333333333333,0.00014143898639309578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014143898639309578,0.00014143898639309578
counsellor,1.0,0.00011805646922914367,0.00011805646922914367,0.0,0.0,0.00011805646922914367,0.0,0.0,0.0,0.00011805646922914367,-0.00011805646922914367
counselor,1.6,0.000172068729489876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000172068729489876,0.000172068729489876
count,18.18018018018018,0.0007371638374637364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007371638374637364,0.0007371638374637364
coup,1.3555555555555556,0.00013954406327824524,0.00013954406327824524,0.0,0.0,0.0,0.0,0.0,0.00013954406327824524,0.0,0.0
courageous,1.4,0.0001783284145201548,0.0,0.0,0.0,0.0001783284145201548,0.0,0.0,0.0,0.0,0.0001783284145201548
court,6.418181818181818,0.00033164395104627126,0.00033164395104627126,0.00033164395104627126,0.0,0.00033164395104627126,0.0,0.0,0.0,0.0,0.0
cove,1.0,0.00010921292902218371,0.0,0.00010921292902218371,0.00010921292902218371,0.00010921292902218371,0.00010921292902218371,0.0,0.0,0.0,0.00010921292902218371
covenant,1.3333333333333333,0.0001354079873986999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001354079873986999,0.0001354079873986999
coward,2.5762711864406778,0.00014976458767363172,0.0,0.0,0.00014976458767363172,0.00014976458767363172,0.0,0.00014976458767363172,0.0,0.0,-0.00014976458767363172
cowardice,1.3333333333333333,0.00011840091897095024,0.0,0.0,0.0,0.00011840091897095024,0.0,0.0,0.0,0.0,-0.00011840091897095024
cowardly,2.5555555555555554,0.00024596811313041736,0.0,0.0,0.0,0.00024596811313041736,0.0,0.0,0.0,0.0,-0.00024596811313041736
crabby,1.6666666666666667,0.00029253679759172615,0.00029253679759172615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00029253679759172615
cracked,2.736842105263158,0.00018955173684264684,0.00018955173684264684,0.0,0.0,0.00018955173684264684,0.0,0.0,0.0,0.0,-0.00018955173684264684
cradle,2.5277777777777777,0.000222532844016902,0.0,0.000222532844016902,0.0,0.0,0.000222532844016902,0.0,0.0,0.000222532844016902,0.000222532844016902
cramp,1.45,0.0001532674293932847,0.0,0.0001532674293932847,0.0,0.0,0.0,0.0,0.0,0.0,-0.0001532674293932847
cranky,2.0,0.00018802033528939513,0.00018802033528939513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00018802033528939513
crap,3.1129032258064515,0.00023621031123358322,0.0,0.0,0.00023621031123358322,0.0,0.0,0.0,0.0,0.0,-0.00023621031123358322
crash,6.03030303030303,0.00036035223102279343,0.0,0.0,0.0,0.00036035223102279343,0.0,0.00036035223102279343,0.00036035223102279343,0.0,-0.00036035223102279343
crawl,2.7285714285714286,0.00023547597552051226,0.0,0.0,0.00023547597552051226,0.0,0.0,0.0,0.0,0.0,-0.00023547597552051226
crazed,2.142857142857143,0.00015235021072677556,0.00015235021072677556,0.0,0.0,0.00015235021072677556,0.0,0.0,0.0,0.0,-0.00015235021072677556
crazy,42.60344827586207,0.0013063404083939196,0.0013063404083939196,0.0,0.0,0.0013063404083939196,0.0,0.0013063404083939196,0.0,0.0,-0.0013063404083939196
cream,8.686274509803921,0.0004778132547960319,0.0,0.0004778132547960319,0.0,0.0,0.0004778132547960319,0.0,0.0004778132547960319,0.0,0.0004778132547960319
create,3.135135135135135,0.00029543319639445387,0.0,0.0,0.0,0.0,0.00029543319639445387,0.0,0.0,0.0,0.00029543319639445387
creature,1.631578947368421,0.0001232963943112499,0.0,0.0,0.0001232963943112499,0.0001232963943112499,0.0,0.0,0.0,0.0,-0.0001232963943112499
credence,1.0,0.00020576819195298272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020576819195298272,0.00020576819195298272
credential,1.2,0.00020606454746797641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00020606454746797641,0.00020606454746797641
credibility,1.3333333333333333,0.00014330520081292145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014330520081292145,0.00014330520081292145
credible,1.1,0.00010575548095770832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010575548095770832,0.00010575548095770832
credit,4.387096774193548,0.00027033004145981377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00027033004145981377,0.00027033004145981377
crescendo,1.2857142857142858,0.00018807970738209446,0.0,0.00018807970738209446,0.0,0.0,0.00018807970738209446,0.0,0.00018807970738209446,0.00018807970738209446,0.00018807970738209446
crime,9.457943925233645,0.00046351727418695617,0.00046351727418695617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00046351727418695617
criminal,5.472222222222222,0.00034710093265442367,0.00034710093265442367,0.0,0.00034710093265442367,0.00034710093265442367,0.0,0.0,0.0,0.0,-0.00034710093265442367
cringe,1.125,0.0001090688107194028,0.0,0.0,0.0001090688107194028,0.0001090688107194028,0.0,0.0001090688107194028,0.0,0.0,-0.0001090688107194028
cripple,1.3333333333333333,0.00014764538854194698,0.0,0.0,0.0,0.00014764538854194698,0.0,0.00014764538854194698,0.0,0.0,-0.00014764538854194698
crippled,1.76,0.00019137157904774017,0.0,0.0,0.0,0.0,0.0,0.00019137157904774017,0.0,0.0,-0.00019137157904774017
crisp,1.9655172413793103,0.0001942663238774378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001942663238774378,-0.0001942663238774378
criticism,2.0,0.00023040966306685137,0.00023040966306685137,0.0,0.0,0.0,0.0,0.00023040966306685137,0.0,0.0,-0.00023040966306685137
criticize,1.7428571428571429,0.00013657157304880504,0.00013657157304880504,0.0,0.00013657157304880504,0.00013657157304880504,0.0,0.00013657157304880504,0.0,0.0,-0.00013657157304880504
cross,10.612612612612613,0.00046033160485928497,0.00046033160485928497,0.0,0.0,0.00046033160485928497,0.0,0.00046033160485928497,0.0,0.0,-0.00046033160485928497
crouching,2.0,0.00021945535515741855,0.0,0.0,0.0,0.00021945535515741855,0.0,0.0,0.0,0.0,-0.00021945535515741855
crowning,1.0,0.00011974994297061561,0.0,0.00011974994297061561,0.0,0.0,0.00011974994297061561,0.0,0.00011974994297061561,0.00011974994297061561,0.00011974994297061561
crucial,1.6956521739130435,0.00014741545348047393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014741545348047393,0.00014741545348047393
crucifixion,1.4285714285714286,0.0002788863954826469,0.0002788863954826469,0.0,0.0002788863954826469,0.0002788863954826469,0.0,0.0002788863954826469,0.0,0.0,-0.0002788863954826469
crude,1.3333333333333333,0.00012541707072534928,0.0,0.0,0.00012541707072534928,0.0,0.0,0.0,0.0,0.0,-0.00012541707072534928
cruel,1.8372093023255813,0.00016104984849825313,0.00016104984849825313,0.0,0.00016104984849825313,0.00016104984849825313,0.0,0.00016104984849825313,0.0,0.0,-0.00016104984849825313
cruelty,1.0,0.00010402434449206895,0.00010402434449206895,0.0,0.00010402434449206895,0.00010402434449206895,0.0,0.00010402434449206895,0.0,0.0,-0.00010402434449206895
crumbling,1.25,0.00017327108076049583,0.0,0.0,0.0,0.0,0.0,0.00017327108076049583,0.0,0.0,-0.00017327108076049583
crunch,1.9523809523809523,0.00015827344798314175,0.00015827344798314175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00015827344798314175
crusade,1.0,0.00013487983641191325,0.00013487983641191325,0.0,0.0,0.00013487983641191325,0.0,0.0,0.0,0.0,-0.00013487983641191325
crushed,2.7586206896551726,0.00021146067065641103,0.00021146067065641103,0.0,0.00021146067065641103,0.00021146067065641103,0.0,0.00021146067065641103,0.0,0.0,-0.00021146067065641103
crushing,1.6875,0.00017654581319137628,0.00017654581319137628,0.0,0.00017654581319137628,0.00017654581319137628,0.0,0.0,0.0,0.0,-0.00017654581319137628
crusty,1.1875,0.0001512520997008764,0.0,0.0,0.0001512520997008764,0.0,0.0,0.0,0.0,0.0,-0.0001512520997008764
cry,14.530973451327434,0.0006785513337990986,0.0,0.0,0.0,0.0,0.0,0.0006785513337990986,0.0,0.0,-0.0006785513337990986
crying,4.510869565217392,0.000281427763025133,0.0,0.0,0.0,0.0,0.0,0.000281427763025133,0.0,0.0,-0.000281427763025133
crypt,1.1111111111111112,0.00012743918405802416,0.0,0.0,0.0,0.00012743918405802416,0.0,0.00012743918405802416,0.0,0.0,-0.00012743918405802416
cuddle,2.0555555555555554,0.00018221468757335406,0.0,0.0,0.0,0.0,0.00018221468757335406,0.0,0.0,0.00018221468757335406,0.00018221468757335406
culinary,1.5,0.00013957949998578536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013957949998578536,0.00013957949998578536
cult,1.5555555555555556,0.00015485012157932728,0.0,0.0,0.0,0.00015485012157932728,0.0,0.0,0.0,0.0,-0.00015485012157932728
cultivate,1.3333333333333333,0.00019895905265513705,0.0,0.00019895905265513705,0.0,0.0,0.0,0.0,0.0,0.00019895905265513705,0.00019895905265513705
cumbersome,1.0,0.00015606812294585563,0.0,0.0,0.0,0.0,0.0,0.00015606812294585563,0.0,0.0,-0.00015606812294585563
cunning,1.4,0.0002060192299689883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cupping,1.0,0.00013858802909508169,0.0,0.0,0.00013858802909508169,0.00013858802909508169,0.0,0.00013858802909508169,0.0,0.0,-0.00013858802909508169
curable,1.5,0.000208002113141462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000208002113141462,0.000208002113141462
